date,company,open_price,high_price,low_price,close_price,volume,market_sentiment,daily_return,price_range,month,year
2027-09-01,Apple,351.84,1099.83,1330.56,664.6,43534509,Bearish,-0.810411474113093,-230.73000000000002,2027-09,2027
2027-09-21,Apple,1334.86,517.72,884.5,1245.27,36722488,Neutral,87.37135118868491,-366.78,2027-09,2027
2027-09-22,Apple,1466.09,651.3,482.76,453.59,44825584,Neutral,-63.5749676776924,168.53999999999996,2027-09,2027
2027-09-24,Apple,247.88,1355.01,970.24,545.81,20548514,Neutral,20.33113604797283,384.77,2027-09,2027
2027-10-03,Apple,115.16,1041.08,879.4,342.5,39490774,Neutral,-37.24922592110808,161.67999999999995,2027-10,2027
2027-10-06,Apple,1277.89,1011.2,166.0,139.42,29710092,Neutral,-59.29343065693431,845.2,2027-10,2027
2027-10-12,Apple,1077.13,385.18,732.26,1221.33,43598023,Bullish,776.0077463778512,-347.08,2027-10,2027
2027-10-16,Apple,278.9,665.89,426.2,191.03,45848509,Bearish,-84.35885469119731,239.69,2027-10,2027
2027-10-17,Apple,371.59,77.43,883.94,568.84,29833986,Neutral,197.7752185520599,-806.51,2027-10,2027
2027-10-20,Apple,1007.92,269.35,1198.91,1061.2,9350346,Bullish,86.55509457844033,-929.5600000000001,2027-10,2027
2027-11-01,Apple,488.67,704.96,143.72,1004.72,31240914,Neutral,-5.322276667923109,561.24,2027-11,2027
2027-11-05,Apple,1462.26,1030.83,1391.7,916.98,48474455,Bullish,-8.732781272394297,-360.8700000000001,2027-11,2027
2027-11-06,Apple,1139.85,1281.79,1418.34,723.44,30101353,Bullish,-21.106240048856016,-136.54999999999995,2027-11,2027
2027-12-03,Apple,170.01,1496.06,972.09,55.76,35657677,Bearish,-92.29238084706402,523.9699999999999,2027-12,2027
2027-12-07,Apple,129.67,1035.9,890.29,1470.12,31471603,Bullish,2536.5136298421808,145.61000000000013,2027-12,2027
2028-01-20,Apple,620.33,880.41,174.75,1138.44,31653727,Bullish,-22.561423557260618,705.66,2028-01,2028
2028-01-24,Apple,1477.1,693.72,914.52,455.32,41718299,Neutral,-60.00491901198131,-220.79999999999995,2028-01,2028
2028-01-25,Apple,1119.23,1231.45,1287.71,733.05,15674426,Bullish,60.99666168848281,-56.25999999999999,2028-01,2028
2028-02-11,Apple,1401.52,1462.75,756.18,412.63,29434358,Neutral,-43.71052452083759,706.57,2028-02,2028
2028-02-13,Apple,1404.42,749.18,1338.73,1304.78,24530829,Bullish,216.21064876523764,-589.5500000000001,2028-02,2028
2028-02-23,Apple,903.74,823.71,353.89,747.19,46416718,Bullish,-42.734407333036984,469.82000000000005,2028-02,2028
2028-02-25,Apple,1262.51,1015.45,481.11,575.5,16627374,Neutral,-22.97809124854455,534.34,2028-02,2028
2028-02-27,Apple,210.09,1451.11,172.0,677.69,9106295,Bullish,17.756733275412696,1279.11,2028-02,2028
2028-02-28,Apple,495.01,1487.26,899.73,858.42,6536275,Neutral,26.66853576118873,587.53,2028-02,2028
2028-02-29,Apple,1109.17,1482.84,780.82,265.66,21747986,Neutral,-69.05244519000023,702.0199999999999,2028-02,2028
2028-03-03,Apple,369.02,1468.42,1194.79,207.14,25364338,Bullish,-22.028156289994737,273.6300000000001,2028-03,2028
2028-03-07,Apple,153.76,457.2,1368.87,788.28,3586522,Neutral,280.5542145408902,-911.6699999999998,2028-03,2028
2028-03-21,Apple,266.78,58.37,1004.1,1316.85,12755959,Neutral,67.05358502055108,-945.73,2028-03,2028
2028-03-22,Apple,1299.35,934.84,624.54,102.69,4856543,Neutral,-92.20184531267797,310.30000000000007,2028-03,2028
2028-03-29,Apple,651.23,483.48,1019.16,589.35,37751118,Bearish,473.9117732982764,-535.68,2028-03,2028
2028-04-09,Apple,1104.69,926.35,1187.4,828.76,23225894,Bullish,40.622719945702876,-261.05000000000007,2028-04,2028
2028-04-15,Apple,631.02,228.96,603.5,304.24,46588334,Neutral,-63.28973406052416,-374.53999999999996,2028-04,2028
2028-04-23,Apple,281.48,1466.82,810.28,946.89,35072039,Bearish,211.2312647909545,656.54,2028-04,2028
2028-04-25,Apple,951.45,698.59,1321.0,129.16,44130130,Neutral,-86.35955602023466,-622.41,2028-04,2028
2028-04-28,Apple,949.3,212.37,113.65,267.64,39457292,Neutral,107.21585630226076,98.72,2028-04,2028
2028-04-30,Apple,268.82,1116.72,840.53,978.72,10392151,Neutral,265.6852488417277,276.19000000000005,2028-04,2028
2028-05-10,Apple,1346.53,686.07,198.21,1421.05,31733557,Bearish,45.194744155631824,487.86,2028-05,2028
2028-06-15,Apple,1048.14,89.28,809.35,1020.39,36460246,Bullish,-28.194644804897784,-720.07,2028-06,2028
2028-06-17,Apple,1066.76,743.89,1160.79,231.86,18202216,Neutral,-77.27731553621653,-416.9,2028-06,2028
2028-07-10,Apple,1320.86,863.66,1308.96,1044.14,9451430,Neutral,350.3320969550591,-445.30000000000007,2028-07,2028
2028-07-22,Apple,1027.12,1449.24,250.28,162.71,15582177,Bullish,-84.4168406535522,1198.96,2028-07,2028
2028-07-23,Apple,747.34,1054.18,733.8,816.72,40284214,Bearish,401.94825149038167,320.3800000000001,2028-07,2028
2028-08-01,Apple,456.44,1240.86,997.32,1290.53,46503226,Neutral,58.013762366539325,243.53999999999985,2028-08,2028
2028-08-08,Apple,1282.02,989.78,1273.19,476.21,4861179,Bullish,-63.099656730180634,-283.4100000000001,2028-08,2028
2028-08-14,Apple,179.21,1159.36,1086.53,411.13,43344753,Neutral,-13.666239684172943,72.82999999999993,2028-08,2028
2028-08-20,Apple,1299.05,79.83,839.39,719.79,5522263,Bullish,75.07601002116118,-759.56,2028-08,2028
2028-08-30,Apple,1011.03,170.51,1372.49,1263.04,21605940,Bearish,75.47340196446186,-1201.98,2028-08,2028
2028-09-03,Apple,430.6,205.3,1247.11,1239.01,22525077,Bullish,-1.902552571573346,-1041.81,2028-09,2028
2028-09-04,Apple,1397.68,693.12,1066.48,74.53,34381394,Bullish,-93.98471360198867,-373.36,2028-09,2028
2015-01-02,Google,391.8,686.82,593.58,883.22,22040434,Neutral,,93.24000000000001,2015-01,2015
2015-01-07,Google,89.33,789.22,809.52,1241.98,46672942,Bullish,40.61955118769956,-20.299999999999955,2015-01,2015
2015-01-10,Google,1416.04,1327.15,164.33,583.08,22104474,Neutral,-53.05238409636226,1162.8200000000002,2015-01,2015
2015-02-05,Google,645.7,1399.64,970.12,663.42,28372491,Neutral,13.778555258283575,429.5200000000001,2015-02,2015
2015-02-10,Google,291.99,1310.29,890.86,744.43,15485553,Neutral,12.210967411292994,419.42999999999995,2015-02,2015
2015-02-16,Google,661.14,881.48,686.58,1094.03,293724,Bearish,46.9621052348777,194.89999999999998,2015-02,2015
2015-02-25,Google,1404.12,1534.7,436.77,123.74,41253408,Neutral,-88.68952405327093,1097.93,2015-02,2015
2015-03-06,Google,1395.95,555.29,201.24,78.18,16580003,Bearish,-36.8191368999515,354.04999999999995,2015-03,2015
2015-03-10,Google,1247.77,1133.32,901.77,590.78,5510111,Neutral,655.6664108467638,231.54999999999995,2015-03,2015
2015-03-15,Google,1062.49,652.26,664.92,929.88,2841381,Bearish,57.398693252987584,-12.659999999999968,2015-03,2015
2015-03-18,Google,330.39,900.0,452.99,143.96,8168965,Bullish,-84.51843248591216,447.01,2015-03,2015
2015-03-20,Google,599.09,1020.89,890.0,630.23,37290334,Bullish,337.78132814670744,130.89,2015-03,2015
2015-03-22,Google,988.14,1423.74,95.26,396.94,30349763,Bullish,-37.01664471700808,1328.48,2015-03,2015
2015-04-04,Google,600.61,155.51,1411.63,1331.44,22917320,Neutral,235.4260089686099,-1256.1200000000001,2015-04,2015
2015-04-05,Google,613.5,671.87,485.74,914.02,18822717,Bearish,-31.351018446193603,186.13,2015-04,2015
2015-05-09,Google,158.22,150.9,1003.74,986.8,3810013,Neutral,7.9626266383667765,-852.84,2015-05,2015
2015-05-14,Google,212.74,168.11,372.93,1434.04,6845352,Neutral,45.32225374949333,-204.82,2015-05,2015
2015-05-15,Google,518.4,1443.75,66.78,697.05,12782334,Bearish,-51.39256924493041,1376.97,2015-05,2015
2015-05-31,Google,868.39,844.68,228.37,942.75,3283116,Neutral,35.248547449967724,616.31,2015-05,2015
2015-06-04,Google,1364.97,608.51,606.65,109.68,46079864,Neutral,-88.3659506762132,1.8600000000000136,2015-06,2015
2015-06-06,Google,379.5,416.37,338.46,1101.53,40020934,Bearish,904.3125455871626,77.91000000000003,2015-06,2015
2015-06-09,Google,416.09,1208.41,1026.65,229.05,48171361,Bullish,-79.20619501965447,181.76,2015-06,2015
2015-06-14,Google,1043.75,269.3,1279.66,539.8,34823041,Bullish,135.66906788910714,-1010.3600000000001,2015-06,2015
2015-06-19,Google,71.18,62.44,1368.27,1114.27,6701618,Neutral,106.42274916635795,-1305.83,2015-06,2015
2015-06-23,Google,1126.85,1412.96,82.78,1331.25,16019314,Bearish,19.472838719520414,1330.18,2015-06,2015
2015-07-01,Google,963.81,187.43,227.6,689.03,28428261,Bearish,-48.2418779342723,-40.16999999999999,2015-07,2015
2015-07-08,Google,215.79,569.02,1288.94,124.34,10108827,Bullish,-81.95434161067007,-719.9200000000001,2015-07,2015
2015-07-20,Google,645.13,1205.28,287.98,492.3,16222870,Bullish,295.93051310921663,917.3,2015-07,2015
2015-07-27,Google,240.35,948.77,1049.72,1164.89,47244156,Bullish,136.6219784684136,-100.95000000000005,2015-07,2015
2015-08-03,Google,725.35,59.99,1217.11,1075.62,29782243,Bearish,-7.663384525577543,-1157.12,2015-08,2015
2015-08-04,Google,326.45,394.45,1388.43,820.97,11642850,Neutral,-23.67471783715438,-993.98,2015-08,2015
2015-08-08,Google,275.11,590.6,505.14,1377.87,41460088,Bullish,67.8343910252506,85.46000000000004,2015-08,2015
2015-08-12,Google,623.08,1025.18,1304.04,737.87,46978853,Bullish,-46.44850385014551,-278.8599999999999,2015-08,2015
2015-08-13,Google,273.52,1203.2,834.04,404.41,45504420,Neutral,-45.19224253594807,369.1600000000001,2015-08,2015
2015-08-15,Google,416.41,273.97,341.18,204.08,45694433,Bearish,-49.53636161321431,-67.20999999999998,2015-08,2015
2015-08-29,Google,377.49,1214.73,288.07,850.04,23973664,Bullish,316.52293218345744,926.6600000000001,2015-08,2015
2015-08-31,Google,121.96,752.58,549.34,574.15,2813764,Bullish,-32.45611971201355,203.24,2015-08,2015
2015-09-07,Google,1128.47,133.18,1260.7,1106.71,2888194,Bearish,92.75624836715146,-1127.52,2015-09,2015
2015-09-14,Google,271.51,1434.51,727.42,399.64,35042227,Bearish,-63.88936577784605,707.09,2015-09,2015
2015-09-23,Google,497.63,532.3,133.37,67.81,30577767,Neutral,-83.0322290061055,398.92999999999995,2015-09,2015
2015-10-03,Google,1116.48,420.03,605.51,357.44,36878943,Bullish,427.1198938209704,-185.48000000000002,2015-10,2015
2015-10-18,Google,159.95,114.14,466.64,1327.08,1156843,Bearish,271.27350044762755,-352.5,2015-10,2015
2015-10-22,Google,1338.01,919.8,688.36,329.43,1155722,Bearish,-75.17632697350574,231.43999999999994,2015-10,2015
2015-10-25,Google,87.06,1120.01,831.96,1001.55,35513898,Bullish,204.0251343229214,288.04999999999995,2015-10,2015
2015-11-01,Google,1469.25,997.29,1312.84,873.58,5426560,Bearish,-12.777195347211812,-315.54999999999995,2015-11,2015
2015-11-09,Google,788.03,1413.43,992.74,772.81,25242933,Bullish,-11.535291558872697,420.69000000000005,2015-11,2015
2015-11-15,Google,550.09,1396.02,51.94,555.62,5102755,Neutral,-28.10393240253102,1344.08,2015-11,2015
2015-11-19,Google,886.79,193.75,1097.47,896.86,29585750,Neutral,61.416075735214726,-903.72,2015-11,2015
2015-11-29,Google,1010.77,569.32,723.36,180.4,32823532,Bearish,-79.88537787391566,-154.03999999999996,2015-11,2015
2015-12-04,Google,1114.2,706.78,810.49,1321.18,33845074,Bearish,632.3614190687362,-103.71000000000004,2015-12,2015
2016-01-02,Google,594.18,333.62,254.08,1407.07,30546356,Bullish,6.501006675850363,79.53999999999999,2016-01,2016
2016-01-10,Google,858.62,426.34,205.6,79.36,2795299,Bearish,-94.35991102077367,220.73999999999998,2016-01,2016
2016-01-12,Google,996.6,579.24,479.09,1296.86,15158689,Neutral,1534.1481854838707,100.15000000000003,2016-01,2016
2016-01-22,Google,956.44,1548.92,1330.89,1238.66,19508354,Bearish,-4.48776275002698,218.02999999999997,2016-01,2016
2016-02-10,Google,1386.04,385.98,873.04,56.52,13098999,Bullish,-95.43700450486816,-487.05999999999995,2016-02,2016
2016-02-11,Google,1297.7,384.47,304.58,167.95,19048879,Bearish,197.15145081387115,79.89000000000004,2016-02,2016
2016-02-18,Google,503.16,436.81,1424.92,233.56,11791308,Bearish,39.065197975587985,-988.1100000000001,2016-02,2016
2016-02-25,Google,660.29,141.87,705.31,349.38,38731193,Bullish,49.58897071416337,-563.4399999999999,2016-02,2016
2016-03-02,Google,761.16,56.41,1380.66,961.57,10144016,Bullish,175.22182151239338,-1324.25,2016-03,2016
2016-03-04,Google,207.41,793.26,912.75,1112.84,29298519,Neutral,15.731564004700637,-119.49000000000001,2016-03,2016
2016-03-09,Google,1379.12,860.55,641.08,447.88,46482297,Bullish,-59.75342367276517,219.4699999999999,2016-03,2016
2016-03-20,Google,630.98,1434.26,260.59,1191.14,44282324,Neutral,165.95070108064664,1173.67,2016-03,2016
2016-03-31,Google,250.05,1019.32,185.45,1051.64,13594674,Bullish,-11.711469684503918,833.8700000000001,2016-03,2016
2016-04-06,Google,1115.38,649.68,212.48,390.22,9684651,Bearish,-62.894146285801234,437.19999999999993,2016-04,2016
2016-04-07,Google,135.09,978.72,671.92,484.49,34893135,Bearish,24.158167187740244,306.80000000000007,2016-04,2016
2016-04-08,Google,110.44,1516.93,147.54,245.31,13093072,Neutral,-49.36737600363269,1369.39,2016-04,2016
2016-04-28,Google,178.16,1105.01,700.34,933.48,33999745,Bullish,280.53075700134525,404.66999999999996,2016-04,2016
2016-05-07,Google,570.87,868.51,1345.15,1072.48,12155679,Neutral,14.890517204439302,-476.6400000000001,2016-05,2016
2016-05-27,Google,621.85,1345.16,1137.35,745.23,43561053,Neutral,-30.51338952707743,207.81000000000017,2016-05,2016
2016-05-31,Google,825.99,651.58,788.31,974.59,29756807,Bearish,30.77707553372784,-136.7299999999999,2016-05,2016
2016-06-02,Google,862.63,432.31,1396.83,132.05,36679938,Bearish,-86.45071260735283,-964.52,2016-06,2016
2016-06-12,Google,265.84,1215.19,1316.97,745.88,42457741,Neutral,464.84664899659214,-101.77999999999997,2016-06,2016
2016-06-20,Google,825.59,179.45,1432.59,1485.26,13491507,Neutral,99.12854614683326,-1253.1399999999999,2016-06,2016
2016-07-09,Google,189.19,641.8,1116.36,1228.41,39496611,Bearish,-17.29326851864319,-474.55999999999995,2016-07,2016
2016-07-16,Google,187.21,1206.54,931.86,1404.67,47843314,Bearish,14.348629529228841,274.67999999999995,2016-07,2016
2016-08-10,Google,1070.51,614.08,332.55,1400.11,15348209,Bearish,-0.32463140808874913,281.53000000000003,2016-08,2016
2016-08-12,Google,632.51,202.57,142.28,970.29,1579449,Neutral,-30.699016505845968,60.28999999999999,2016-08,2016
2016-08-14,Google,380.19,667.83,1255.37,167.04,9118155,Bearish,-82.78452833688897,-587.5399999999998,2016-08,2016
2016-08-15,Google,137.68,1218.94,1255.66,601.31,31461670,Bearish,259.9796455938697,-36.72000000000003,2016-08,2016
2016-08-23,Google,191.92,583.45,644.13,882.13,9932294,Neutral,46.70136867838555,-60.67999999999995,2016-08,2016
2016-09-03,Google,742.26,640.84,67.92,1141.27,21971149,Bullish,29.3766224932833,572.9200000000001,2016-09,2016
2016-09-10,Google,344.98,898.74,1293.09,799.24,39647308,Neutral,-29.969244788700312,-394.3499999999999,2016-09,2016
2016-09-12,Google,823.61,1388.02,1095.96,125.74,26474577,Bullish,-84.26755417646766,292.05999999999995,2016-09,2016
2016-09-20,Google,490.91,1136.06,1033.73,277.36,29610986,Neutral,120.58215365038971,102.32999999999993,2016-09,2016
2016-09-27,Google,946.28,1123.82,174.47,127.02,2989569,Neutral,-54.20392269974042,949.3499999999999,2016-09,2016
2016-09-29,Google,178.16,855.69,1243.09,728.28,25533471,Neutral,473.35852621634393,-387.39999999999986,2016-09,2016
2016-10-01,Google,1001.85,663.06,1226.28,1090.1,35434324,Bearish,49.68144120393254,-563.22,2016-10,2016
2016-10-08,Google,1269.52,370.67,1120.86,735.3,12546934,Bearish,-32.54747270892578,-750.1899999999998,2016-10,2016
2016-10-19,Google,1097.21,60.51,900.59,915.28,31156254,Bearish,24.477084183326546,-840.08,2016-10,2016
2016-10-22,Google,363.15,157.08,168.54,1092.31,2366991,Bearish,19.341622235818544,-11.45999999999998,2016-10,2016
2016-10-27,Google,1416.14,1099.31,1201.23,1281.38,14014080,Bullish,17.309188783403997,-101.92000000000007,2016-10,2016
2016-10-31,Google,721.38,1193.46,520.59,1344.09,16937835,Bearish,4.893942468276369,672.87,2016-10,2016
2016-11-11,Google,1430.12,331.57,1409.59,1089.75,3963077,Bullish,-18.922839988393626,-1078.02,2016-11,2016
2016-11-13,Google,1149.17,123.88,1175.83,166.69,29267885,Neutral,-84.70383115393439,-1051.9499999999998,2016-11,2016
2016-11-15,Google,383.72,875.7,1439.98,651.01,15360134,Bearish,290.5513228148059,-564.28,2016-11,2016
2016-12-13,Google,1015.08,674.96,1036.2,1008.53,20946392,Neutral,54.9177431990292,-361.24,2016-12,2016
2016-12-26,Google,1308.81,521.88,1345.43,488.34,46119618,Bearish,-51.57903086670699,-823.5500000000001,2016-12,2016
2016-12-31,Google,537.0,643.11,157.58,237.55,14272802,Bearish,-51.35561289265675,485.53,2016-12,2016
2017-01-06,Google,532.9,617.56,1023.48,1456.05,26617293,Bearish,512.9446432330036,-405.9200000000001,2017-01,2017
2017-01-07,Google,392.14,406.46,381.52,1028.26,22056629,Bullish,-29.380172384190107,24.939999999999998,2017-01,2017
2017-01-10,Google,850.83,109.54,614.08,1231.66,29366922,Bullish,19.780989243965543,-504.54,2017-01,2017
2017-01-13,Google,251.01,365.83,781.26,215.54,8739127,Neutral,-82.50004059561893,-415.43,2017-01,2017
2017-01-15,Google,1362.36,859.97,918.61,214.43,48227883,Bearish,-0.5149856175187817,-58.639999999999986,2017-01,2017
2017-01-26,Google,446.01,272.2,402.04,805.69,10887777,Bearish,275.73567131464813,-129.84000000000003,2017-01,2017
2017-02-10,Google,548.56,965.71,163.86,842.52,29711063,Bullish,4.571237076294854,801.85,2017-02,2017
2017-03-23,Google,1477.89,435.51,591.22,691.18,28183810,Bearish,-17.962778331671657,-155.71000000000004,2017-03,2017
2017-03-29,Google,154.61,1183.12,828.83,1394.06,109918,Bullish,101.69275731357969,354.28999999999985,2017-03,2017
2017-04-12,Google,760.31,1201.44,1415.4,1434.21,33615825,Bearish,2.880076897694517,-213.96000000000004,2017-04,2017
2017-04-16,Google,1446.34,602.07,665.55,344.05,12955956,Bullish,-76.01118385731517,-63.479999999999905,2017-04,2017
2017-04-17,Google,1072.1,756.45,752.16,321.92,18098261,Bearish,-6.432204621421301,4.290000000000077,2017-04,2017
2017-04-29,Google,1343.8,223.89,83.22,120.49,29600608,Bearish,-62.571446322067594,140.67,2017-04,2017
2017-05-10,Google,80.15,1329.78,289.13,632.12,32715076,Neutral,424.6244501618392,1040.65,2017-05,2017
2017-05-12,Google,1330.53,840.97,142.63,348.15,7367664,Bearish,-44.92343225969753,698.34,2017-05,2017
2017-05-13,Google,1071.4,733.65,560.7,911.8,22067920,Bearish,161.89860692230363,172.94999999999993,2017-05,2017
2017-05-17,Google,1229.31,613.37,117.98,1301.62,15644487,Bullish,42.7527966659355,495.39,2017-05,2017
2017-05-18,Google,965.1,459.91,537.17,201.27,2779554,Neutral,-84.53696163242728,-77.25999999999993,2017-05,2017
2017-05-22,Google,651.1,1477.83,1083.42,103.23,24116275,Bullish,-48.710687136682076,394.40999999999985,2017-05,2017
2017-05-25,Google,1442.57,189.51,729.59,105.52,28768914,Bearish,2.2183473796376862,-540.08,2017-05,2017
2017-05-26,Google,1404.66,1451.27,59.52,73.48,27911699,Bullish,-30.363912054586805,1391.75,2017-05,2017
2017-05-27,Google,1364.2,134.66,1283.92,457.61,22596207,Bearish,522.7681001633098,-1149.26,2017-05,2017
2017-05-29,Google,539.65,1131.25,658.14,633.81,27249737,Bearish,38.504403312864646,473.11,2017-05,2017
2017-06-06,Google,816.26,1197.08,401.97,1011.09,33613600,Neutral,59.52572537511243,795.1099999999999,2017-06,2017
2017-06-11,Google,170.52,330.4,853.98,664.5,42796742,Bearish,-34.278847580334094,-523.58,2017-06,2017
2017-06-19,Google,450.09,846.52,1200.84,1212.36,3371451,Neutral,82.44695259593678,-354.31999999999994,2017-06,2017
2017-06-23,Google,998.84,1100.22,1270.49,392.84,17143626,Neutral,-67.5970833745752,-170.26999999999998,2017-06,2017
2017-06-27,Google,1157.7,1449.51,285.13,568.86,26909045,Bullish,44.807046125649144,1164.38,2017-06,2017
2017-07-06,Google,1297.01,951.41,814.34,402.76,45184032,Bullish,-29.198748373940862,137.06999999999994,2017-07,2017
2017-07-08,Google,780.78,1274.64,724.32,799.97,16689132,Neutral,98.62200814380775,550.32,2017-07,2017
2017-07-25,Google,1116.03,134.56,533.38,1043.24,29406270,Neutral,30.409890370888903,-398.82,2017-07,2017
2017-08-05,Google,1275.04,993.84,358.58,1051.91,12250955,Bearish,0.8310647597868259,635.26,2017-08,2017
2017-08-09,Google,902.42,164.52,741.59,1236.7,34658581,Bullish,17.567092241731697,-577.07,2017-08,2017
2017-08-11,Google,1099.17,329.58,872.36,959.59,14344996,Bearish,-22.40721274359182,-542.78,2017-08,2017
2017-08-16,Google,901.8,719.72,736.81,317.94,25287321,Bullish,-66.86709949040737,-17.089999999999918,2017-08,2017
2017-08-27,Google,616.81,552.64,1002.83,845.94,21543766,Neutral,166.06906963578035,-450.19000000000005,2017-08,2017
2017-09-03,Google,957.0,113.53,490.11,108.29,35446390,Neutral,-87.19885571080691,-376.58000000000004,2017-09,2017
2017-09-11,Google,1074.13,1304.53,1184.03,470.17,45769866,Bullish,334.1767476221258,120.5,2017-09,2017
2017-09-16,Google,997.42,768.4,1093.18,1204.54,32136057,Bullish,156.19244103196715,-324.7800000000001,2017-09,2017
2017-09-23,Google,928.37,1436.87,1308.29,1201.92,49888998,Neutral,-0.21751041891509004,128.57999999999993,2017-09,2017
2017-09-25,Google,523.76,1075.49,809.54,1269.02,10079906,Bearish,5.582734291799785,265.95000000000005,2017-09,2017
2017-09-27,Google,1005.11,1250.81,830.24,1197.59,21079413,Bullish,-5.628752895935452,420.56999999999994,2017-09,2017
2017-10-01,Google,520.57,1368.21,537.19,585.55,17967484,Bullish,-51.10597115874381,831.02,2017-10,2017
2017-10-03,Google,1125.05,1409.54,566.72,1085.47,40572325,Bullish,85.37614208863464,842.8199999999999,2017-10,2017
2017-10-10,Google,1419.41,1338.45,1028.88,590.25,3343577,Neutral,-45.62263351359319,309.56999999999994,2017-10,2017
2017-10-30,Google,128.29,1064.45,1186.83,650.97,7508676,Bearish,10.287166454892006,-122.37999999999988,2017-10,2017
2017-11-05,Google,827.34,622.72,607.5,1189.86,4758660,Bearish,82.78261671044747,15.220000000000027,2017-11,2017
2017-11-08,Google,1345.11,722.89,285.81,719.45,14248441,Bullish,-39.53490326593043,437.08,2017-11,2017
2017-11-13,Google,518.09,1423.54,301.91,463.79,12989489,Neutral,-35.53547849051358,1121.6299999999999,2017-11,2017
2017-11-22,Google,462.33,1406.07,816.05,922.81,21717109,Bullish,98.97151728152826,590.02,2017-11,2017
2017-11-23,Google,51.35,1026.52,148.29,584.0,43688160,Bullish,-36.71503343050032,878.23,2017-11,2017
2017-11-27,Google,573.01,1158.12,1441.27,1015.39,19717297,Neutral,73.8681506849315,-283.1500000000001,2017-11,2017
2017-11-28,Google,85.56,1011.85,196.48,896.4,38069396,Bullish,-11.718649976856188,815.37,2017-11,2017
2017-12-04,Google,1075.41,938.35,1296.26,723.82,16415016,Bearish,-19.25256581883087,-357.90999999999997,2017-12,2017
2017-12-19,Google,316.86,1109.89,59.99,1386.35,46807465,Bullish,91.53242518858278,1049.9,2017-12,2017
2017-12-26,Google,112.08,324.35,1103.69,377.78,32327613,Bearish,-72.75002704944639,-779.34,2017-12,2017
2017-12-30,Google,169.91,345.31,1072.94,1232.36,43349501,Neutral,226.2110222881042,-727.6300000000001,2017-12,2017
2018-01-13,Google,434.47,488.34,356.45,1200.76,6123177,Bullish,-2.564185789866591,131.89,2018-01,2018
2018-01-14,Google,213.24,1546.94,688.1,326.63,9641349,Bearish,-72.79806122788901,858.84,2018-01,2018
2018-01-18,Google,1205.85,610.94,1035.79,921.3,22141627,Neutral,182.06227229586995,-424.8499999999999,2018-01,2018
2018-01-21,Google,1167.64,443.75,1257.51,1325.87,7902822,Bearish,43.91294909367198,-813.76,2018-01,2018
2018-01-27,Google,221.04,259.51,1342.88,1435.57,4086718,Bearish,8.273812666400172,-1083.3700000000001,2018-01,2018
2018-02-02,Google,517.84,315.46,999.66,644.84,20204275,Bearish,-55.08125692233746,-684.2,2018-02,2018
2018-02-16,Google,1128.81,820.89,662.8,1092.87,22357997,Bullish,69.47925066683204,158.09000000000003,2018-02,2018
2018-02-18,Google,886.84,941.67,582.54,1290.12,25931792,Bearish,18.048807268934098,359.13,2018-02,2018
2018-03-01,Google,240.73,237.13,341.47,370.65,32537842,Bullish,-71.27011440796205,-104.34000000000003,2018-03,2018
2018-03-07,Google,416.79,1420.21,1058.03,567.22,28377131,Bullish,53.03385943612575,362.18000000000006,2018-03,2018
2018-03-11,Google,199.57,760.93,711.18,848.49,39853373,Neutral,49.58746165508974,49.75,2018-03,2018
2018-03-16,Google,1209.85,106.79,553.98,967.54,39911635,Neutral,14.03080767009628,-447.19,2018-03,2018
2018-03-22,Google,1054.72,708.03,489.25,393.1,21952439,Neutral,-59.37118878806044,218.77999999999997,2018-03,2018
2018-04-04,Google,280.67,1056.39,971.61,247.11,13856380,Bearish,-37.13813279063851,84.78000000000009,2018-04,2018
2018-04-07,Google,1378.31,940.23,77.09,1334.78,7865704,Bearish,440.1562057383351,863.14,2018-04,2018
2018-04-08,Google,1345.68,1537.04,359.2,1381.82,45014437,Bullish,3.5241762687484135,1177.84,2018-04,2018
2018-04-12,Google,1460.43,111.09,159.53,711.81,12231091,Neutral,-48.48750199012897,-48.44,2018-04,2018
2018-04-14,Google,774.75,430.92,1042.75,861.84,46225955,Bullish,21.077253761537506,-611.8299999999999,2018-04,2018
2018-04-22,Google,182.15,248.73,1306.49,842.05,27008092,Neutral,-2.2962498839691925,-1057.76,2018-04,2018
2018-05-12,Google,1189.32,467.44,906.71,1266.21,4704887,Bearish,50.37230568256044,-439.27000000000004,2018-05,2018
2018-07-05,Google,1114.22,725.01,931.23,1171.48,28550071,Bullish,-7.481381445415847,-206.22000000000003,2018-07,2018
2018-07-12,Google,429.23,622.54,1401.96,1484.08,6499975,Bullish,26.684194352443047,-779.4200000000001,2018-07,2018
2018-07-19,Google,420.56,591.95,521.64,889.75,25510713,Bearish,-40.04703250498625,70.31000000000006,2018-07,2018
2018-07-26,Google,735.88,694.66,773.01,1355.89,8943489,Neutral,52.38999719022199,-78.35000000000002,2018-07,2018
2018-08-11,Google,381.6,677.97,667.12,1230.52,36780740,Bearish,-9.246325291874713,10.850000000000023,2018-08,2018
2018-08-14,Google,478.96,755.37,641.99,173.6,46498093,Bearish,-85.8921431589897,113.38,2018-08,2018
2018-08-27,Google,273.39,682.74,1219.43,837.4,49786752,Bullish,382.3732718894009,-536.69,2018-08,2018
2018-09-01,Google,1098.59,1332.35,1148.36,497.66,16567411,Neutral,-40.570814425603054,183.99,2018-09,2018
